Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,Price_per_Room,Year_sold
Altona,4/5 Rose St,2,u,425000,S,hockingstuart,9/10/2016,13.8,3018,2,1,2,115,Hobsons Bay,-37.871,144.8185,Western Metropolitan,5301,212500,2016
Altona,1/60 David St,3,u,605000,S,Jas,12/10/2016,13.8,3018,3,2,2,230,Hobsons Bay,-37.8646,144.827,Western Metropolitan,5301,201666.6667,2016
Altona,1A Merritt Ct,3,t,705000,S,hockingstuart,2/11/2017,13.8,3018,3,2,2,197,Hobsons Bay,-37.8579,144.8181,Western Metropolitan,5301,235000,2017
Altona,4/31 Millers Rd,2,u,391000,SP,Greg,2/11/2017,13.8,3018,2,1,1,0,Hobsons Bay,-37.8678,144.8384,Western Metropolitan,5301,195500,2017
Altona,111/112 Pier St,2,u,440000,SP,hockingstuart,2/11/2017,13.8,3018,2,1,1,0,Hobsons Bay,-37.8659,144.831,Western Metropolitan,5301,220000,2017
Altona,24 Wren St,4,h,845000,S,hockingstuart,2/11/2017,13.8,3018,4,1,2,745,Hobsons Bay,-37.8658,144.8155,Western Metropolitan,5301,211250,2017
Altona,1/152 Blyth St,3,t,743000,SP,Gunn&Co,11/12/2016,13.8,3018,3,2,2,211,Hobsons Bay,-37.8698,144.816,Western Metropolitan,5301,247666.6667,2016
Altona,4/57 Blyth St,3,u,730000,SP,Barlow,8/13/2016,13.8,3018,3,2,1,69,Hobsons Bay,-37.868,144.8286,Western Metropolitan,5301,243333.3333,2016
Altona,164 Maidstone St,3,h,635000,S,Sweeney,5/14/2016,13.8,3018,3,1,4,625,Hobsons Bay,-37.8611,144.8114,Western Metropolitan,5301,211666.6667,2016
Altona,3/25 Rayner St,2,u,620000,SP,hockingstuart,5/14/2016,13.8,3018,2,1,1,168,Hobsons Bay,-37.8676,144.8202,Western Metropolitan,5301,310000,2016
Altona,3/46 Sargood St,2,u,447000,S,Burnham,10/15/2016,13.8,3018,2,1,1,137,Hobsons Bay,-37.8655,144.8299,Western Metropolitan,5301,223500,2016
Altona,1/57 Blyth St,3,u,730000,SP,Barlow,4/16/2016,13.8,3018,3,2,1,70,Hobsons Bay,-37.868,144.8287,Western Metropolitan,5301,243333.3333,2016
Altona,22 Fenfield St,3,h,678000,S,hockingstuart,4/16/2016,13.8,3018,3,1,2,606,Hobsons Bay,-37.8608,144.8124,Western Metropolitan,5301,226000,2016
Altona,5/8 David St,2,u,580000,PI,Biggin,7/16/2016,13.8,3018,2,2,1,175,Hobsons Bay,-37.8687,144.8268,Western Metropolitan,5301,290000,2016
Altona,1/28 Seves St,3,h,712000,S,hockingstuart,9/17/2016,13.8,3018,3,1,2,363,Hobsons Bay,-37.8674,144.8375,Western Metropolitan,5301,237333.3333,2016
Altona,27 McIntyre Dr,3,h,840000,SP,Greg,3/18/2017,13.8,3018,3,2,2,534,Hobsons Bay,-37.86,144.8245,Western Metropolitan,5301,280000,2017
Altona,4 Boyd St,3,h,980000,S,Barlow,11/19/2016,13.8,3018,3,1,2,724,Hobsons Bay,-37.8672,144.817,Western Metropolitan,5301,326666.6667,2016
Altona,12 Spear Ct,3,t,605100,S,hockingstuart,5/22/2016,13.8,3018,3,2,0,265,Hobsons Bay,-37.8583,144.8172,Western Metropolitan,5301,201700,2016
Altona,185 Queen St,3,h,880000,PI,Barlow,8/22/2016,13.8,3018,3,3,1,577,Hobsons Bay,-37.8699,144.8235,Western Metropolitan,5301,293333.3333,2016
Altona,3/20 Mulga St,3,u,577000,S,Williams,4/23/2016,13.8,3018,3,2,1,205,Hobsons Bay,-37.8684,144.815,Western Metropolitan,5301,192333.3333,2016
Altona,51 Millers Rd,4,h,1030000,S,Barlow,2/25/2017,13.8,3018,4,1,0,797,Hobsons Bay,-37.8663,144.8387,Western Metropolitan,5301,257500,2017
Altona,2/119 Railway St N,3,u,605000,S,Barlow,2/25/2017,13.8,3018,3,1,2,181,Hobsons Bay,-37.8659,144.822,Western Metropolitan,5301,201666.6667,2017
Altona,24 McIntyre Dr,3,h,753000,S,Barlow,6/27/2016,13.8,3018,3,2,2,529,Hobsons Bay,-37.8612,144.8247,Western Metropolitan,5301,251000,2016
Altona,104 Maidstone St,2,h,857000,SP,hockingstuart,11/27/2016,13.8,3018,2,2,1,675,Hobsons Bay,-37.8653,144.8129,Western Metropolitan,5301,428500,2016
Altona,49 Bent St,3,h,1500000,S,Barlow,5/28/2016,13.8,3018,3,1,1,929,Hobsons Bay,-37.8651,144.832,Western Metropolitan,5301,500000,2016
Altona,5/57 Blyth St,3,u,730000,SP,Barlow,5/28/2016,13.8,3018,3,2,1,70,Hobsons Bay,-37.868,144.8285,Western Metropolitan,5301,243333.3333,2016
Altona,15 Kookaburra St,3,h,900000,S,Sweeney,5/28/2016,13.8,3018,3,1,4,697,Hobsons Bay,-37.871,144.8075,Western Metropolitan,5301,300000,2016
Altona,219 Civic Pde,3,h,740000,S,Greg,8/28/2016,13.8,3018,3,1,2,604,Hobsons Bay,-37.8631,144.8195,Western Metropolitan,5301,246666.6667,2016
Altona,3 Curtin Ct,4,h,931000,S,Sweeney,8/28/2016,13.8,3018,4,2,3,532,Hobsons Bay,-37.8637,144.8365,Western Metropolitan,5301,232750,2016
Altona,2/60 David St,2,h,535600,SP,Compton,7/30/2016,13.8,3018,2,1,1,154,Hobsons Bay,-37.8646,144.8272,Western Metropolitan,5301,267800,2016
Altona North,45 Hearn St,5,h,1085000,S,FN,9/3/2016,11.1,3025,5,3,6,592,Hobsons Bay,-37.8388,144.8567,Western Metropolitan,5132,217000,2016
Altona North,4 Knapp St,3,h,781000,S,Jas,9/3/2016,11.1,3025,3,1,2,533,Hobsons Bay,-37.8291,144.835,Western Metropolitan,5132,260333.3333,2016
Altona North,21 Hatherley Gr,3,h,750000,SP,Jas,3/4/2017,11.1,3025,3,1,3,554,Hobsons Bay,-37.8449,144.85,Western Metropolitan,5132,250000,2017
Altona North,3/66 Marion St,2,t,421000,S,hockingstuart,3/4/2017,11.1,3025,2,1,1,77,Hobsons Bay,-37.8351,144.8529,Western Metropolitan,5132,210500,2017
Altona North,153 Mills St,3,h,1405000,S,Sweeney,3/4/2017,11.1,3025,3,1,3,655,Hobsons Bay,-37.8338,144.8562,Western Metropolitan,5132,468333.3333,2017
Altona North,33 Carthy St,3,h,683000,S,FN,6/4/2016,11.1,3025,3,1,2,534,Hobsons Bay,-37.8284,144.8355,Western Metropolitan,5132,227666.6667,2016
Altona North,16 Harris St,3,h,623000,S,Sweeney,6/4/2016,11.1,3025,3,1,3,540,Hobsons Bay,-37.8267,144.8368,Western Metropolitan,5132,207666.6667,2016
Altona North,1/5 Little St,3,h,720000,VB,Greg,8/6/2016,11.1,3025,3,2,1,0,Hobsons Bay,-37.8379,144.8583,Western Metropolitan,5132,240000,2016
Altona North,1/95 Mills St,3,h,588000,S,Williams,5/7/2016,11.1,3025,3,1,1,328,Hobsons Bay,-37.838,144.8555,Western Metropolitan,5132,196000,2016
Altona North,5 Binns St,3,h,710000,PI,Village,11/7/2016,11.1,3025,3,1,3,540,Hobsons Bay,-37.8294,144.8378,Western Metropolitan,5132,236666.6667,2016
Altona North,25 Allan St,4,h,875000,SP,Jas,10/8/2016,11.1,3025,3,1,4,559,Hobsons Bay,-37.8448,144.8529,Western Metropolitan,5132,218750,2016
Altona North,21 Hatherley Gr,3,h,700000,VB,Jas,12/10/2016,11.1,3025,3,1,3,554,Hobsons Bay,-37.8449,144.85,Western Metropolitan,5132,233333.3333,2016
Altona North,1/256 Mason St,2,t,640000,S,Williams,3/11/2017,11.1,3025,2,1,1,252,Hobsons Bay,-37.8397,144.8602,Western Metropolitan,5132,320000,2017
Altona North,21 Allan St,4,h,650000,SP,Williams,6/12/2016,11.1,3025,4,1,4,558,Hobsons Bay,-37.8451,144.8529,Western Metropolitan,5132,162500,2016
Altona North,2/36 May St,3,h,675000,S,hockingstuart,5/14/2016,11.1,3025,3,2,2,171,Hobsons Bay,-37.8337,144.8554,Western Metropolitan,5132,225000,2016
Altona North,11 Beevers St,3,h,708000,S,Greg,10/15/2016,11.1,3025,3,1,2,585,Hobsons Bay,-37.8258,144.8523,Western Metropolitan,5132,236000,2016
Altona North,10 Murphy St,4,h,965000,SP,Gunn&Co,10/15/2016,11.1,3025,4,1,4,851,Hobsons Bay,-37.8345,144.8444,Western Metropolitan,5132,241250,2016
Altona North,16 Beevers St,3,h,680000,S,Sweeney,11/19/2016,11.1,3025,3,1,3,551,Hobsons Bay,-37.8254,144.8514,Western Metropolitan,5132,226666.6667,2016
Altona North,21 Neal Ct,3,h,770000,SP,hockingstuart,11/19/2016,11.1,3025,3,1,3,602,Hobsons Bay,-37.8327,144.8451,Western Metropolitan,5132,256666.6667,2016
Altona North,31 Duosa Rd,3,h,923000,S,Greg,5/22/2016,11.1,3025,3,1,2,740,Hobsons Bay,-37.8269,144.8455,Western Metropolitan,5132,307666.6667,2016
Altona North,252 Millers Rd,4,h,693000,SP,Raine&Horne,5/22/2016,11.1,3025,4,2,4,315,Hobsons Bay,-37.8391,144.8467,Western Metropolitan,5132,173250,2016
Altona North,1/156 Chambers Rd,3,h,620000,SP,Hunter,8/22/2016,11.1,3025,5,2,2,276,Hobsons Bay,-37.8262,144.8443,Western Metropolitan,5132,206666.6667,2016
Altona North,2 Gadsden St,3,h,728500,S,Jas,8/22/2016,11.1,3025,3,1,1,531,Hobsons Bay,-37.8277,144.8385,Western Metropolitan,5132,242833.3333,2016
Altona North,24 Hansen St,3,h,931000,S,hockingstuart,8/22/2016,11.1,3025,3,2,1,590,Hobsons Bay,-37.8382,144.8649,Western Metropolitan,5132,310333.3333,2016
Altona North,4 Prismall St,3,h,988000,S,Sweeney,8/22/2016,11.1,3025,3,1,4,715,Hobsons Bay,-37.8423,144.8632,Western Metropolitan,5132,329333.3333,2016
Altona North,122 McIntosh Rd,3,h,590000,S,Village,4/23/2016,11.1,3025,3,1,2,561,Hobsons Bay,-37.8444,144.8491,Western Metropolitan,5132,196666.6667,2016
Altona North,35 May St,2,h,610000,S,RT,9/24/2016,11.1,3025,2,1,2,691,Hobsons Bay,-37.834,144.8553,Western Metropolitan,5132,305000,2016
Altona North,6 Hill St,3,h,815000,S,hockingstuart,2/25/2017,11.1,3025,3,2,3,555,Hobsons Bay,-37.8318,144.8388,Western Metropolitan,5132,271666.6667,2017
Altona North,84 May St,4,h,970000,S,Greg,2/25/2017,11.1,3025,4,1,2,708,Hobsons Bay,-37.833,144.8494,Western Metropolitan,5132,242500,2017
Altona North,155 Chambers Rd,4,h,760000,S,Hunter,6/27/2016,11.1,3025,4,1,3,668,Hobsons Bay,-37.8262,144.8439,Western Metropolitan,5132,190000,2016
Altona North,268d Mason St,4,t,847500,S,RT,6/27/2016,11.1,3025,4,3,1,252,Hobsons Bay,-37.8393,144.8568,Western Metropolitan,5132,211875,2016
Altona North,5 Cresser St,4,h,1200000,SP,RT,11/27/2016,11.1,3025,4,1,4,633,Hobsons Bay,-37.8375,144.8541,Western Metropolitan,5132,300000,2016
Altona North,107 McIntosh Rd,3,h,700000,SP,Hunter,11/27/2016,11.1,3025,3,1,1,557,Hobsons Bay,-37.8441,144.8505,Western Metropolitan,5132,233333.3333,2016
Altona North,10 Knapp St,3,h,625000,PI,Hunter,5/28/2016,11.1,3025,3,1,1,536,Hobsons Bay,-37.8285,144.8351,Western Metropolitan,5132,208333.3333,2016
Altona North,4/221 Blackshaws Rd,2,u,292000,S,Jas,8/28/2016,11.1,3025,2,1,1,153,Hobsons Bay,-37.8332,144.8649,Western Metropolitan,5132,146000,2016
Armadale,8/19 Mercer Rd,2,u,599000,S,Jellis,9/3/2016,6.3,3143,2,1,1,0,Stonnington,-37.8543,145.0262,Southern Metropolitan,4836,299500,2016
Armadale,1/42 Adelaide St,2,u,550000,VB,Noel,12/3/2016,6.3,3143,2,1,0,861,Stonnington,-37.8539,145.0284,Southern Metropolitan,4836,275000,2016
Armadale,14/71 Denbigh Rd,3,u,995000,S,Marshall,12/3/2016,6.3,3143,3,2,2,0,Stonnington,-37.8552,145.016,Southern Metropolitan,4836,331666.6667,2016
Armadale,4/769 High St,3,t,1205000,S,Jellis,12/3/2016,6.3,3143,3,2,2,101,Stonnington,-37.854,145.0135,Southern Metropolitan,4836,401666.6667,2016
Armadale,7 Llaneast St,3,h,1939000,S,Jellis,12/3/2016,6.3,3143,3,2,2,296,Stonnington,-37.8614,145.0274,Southern Metropolitan,4836,646333.3333,2016
Armadale,9/55 Northcote Rd,1,u,421500,S,Biggin,12/3/2016,6.3,3143,1,1,0,0,Stonnington,-37.853,145.0167,Southern Metropolitan,4836,421500,2016
Armadale,28 Cambridge St,3,h,1870000,S,Hodges,3/4/2017,6.3,3143,3,1,1,217,Stonnington,-37.8592,145.0182,Southern Metropolitan,4836,623333.3333,2017
Armadale,3/16 Fulton St,2,u,678000,S,hockingstuart,3/4/2017,6.3,3143,2,1,2,0,Stonnington,-37.8538,145.0127,Southern Metropolitan,4836,339000,2017
Armadale,3/20 Mercer Rd,3,t,1918000,SP,Jellis,3/4/2017,6.3,3143,3,2,2,0,Stonnington,-37.8537,145.0267,Southern Metropolitan,4836,639333.3333,2017
Armadale,1/77 Wattletree Rd,2,u,660000,SP,hockingstuart,3/4/2017,6.3,3143,2,1,1,0,Stonnington,-37.8619,145.0257,Southern Metropolitan,4836,330000,2017
Armadale,12 Willis St,3,h,2050000,S,Marshall,3/4/2017,6.3,3143,3,2,1,205,Stonnington,-37.8574,145.0281,Southern Metropolitan,4836,683333.3333,2017
Armadale,8/71 Denbigh Rd,2,u,700000,VB,Jellis,6/4/2016,6.3,3143,2,1,2,0,Stonnington,-37.8552,145.016,Southern Metropolitan,4836,350000,2016
Armadale,11/17 Myamyn St,2,u,3625000,S,Jellis,6/4/2016,6.3,3143,3,2,2,0,Stonnington,-37.8555,145.0291,Southern Metropolitan,4836,1812500,2016
Armadale,526 Orrong Rd,4,h,3000000,VB,Jellis,6/4/2016,6.3,3143,4,2,2,1581,Stonnington,-37.858,145.0111,Southern Metropolitan,4836,750000,2016
Armadale,553 Dandenong Rd,5,h,1525000,PI,Jellis,5/7/2016,6.3,3143,8,2,2,693,Stonnington,-37.8638,145.0229,Southern Metropolitan,4836,305000,2016
Armadale,9/19 Mercer Rd,3,u,735000,PI,Marshall,5/7/2016,6.3,3143,3,2,1,2113,Stonnington,-37.8543,145.0262,Southern Metropolitan,4836,245000,2016
Armadale,6/26 Mercer Rd,2,u,825000,S,Jellis,5/7/2016,6.3,3143,2,1,1,0,Stonnington,-37.8528,145.0268,Southern Metropolitan,4836,412500,2016
Armadale,538a Orrong Rd,3,t,1586000,S,RT,5/7/2016,6.3,3143,2,2,2,246,Stonnington,-37.8566,145.0116,Southern Metropolitan,4836,528666.6667,2016
Armadale,18/41 Kooyong Rd,2,u,645000,S,Marshall,10/8/2016,6.3,3143,3,1,1,0,Stonnington,-37.8596,145.0198,Southern Metropolitan,4836,322500,2016
Armadale,10 William St,1,h,1435000,SP,Jellis,10/8/2016,6.3,3143,2,2,1,144,Stonnington,-37.8564,145.0228,Southern Metropolitan,4836,1435000,2016
Armadale,15/405 Dandenong Rd,1,u,280000,PI,hockingstuart,9/10/2016,6.3,3143,1,1,1,0,Stonnington,-37.8619,145.0185,Southern Metropolitan,4836,280000,2016
Armadale,1/2 Armadale St,1,u,400000,PI,hockingstuart,12/10/2016,6.3,3143,1,1,1,0,Stonnington,-37.8605,145.0185,Southern Metropolitan,4836,400000,2016
Armadale,4/20 Mercer Rd,2,h,1780000,S,Marshall,12/10/2016,6.3,3143,2,2,2,0,Stonnington,-37.8537,145.0267,Southern Metropolitan,4836,890000,2016
Armadale,8/58 Sutherland Rd,2,u,592500,S,hockingstuart,12/10/2016,6.3,3143,2,1,1,0,Stonnington,-37.8574,145.0174,Southern Metropolitan,4836,296250,2016
Armadale,40 New St,2,h,1210000,S,Marshall,11/12/2016,6.3,3143,2,1,0,249,Stonnington,-37.8543,145.016,Southern Metropolitan,4836,605000,2016
Armadale,35 Northcote Rd,4,h,2801000,S,Marshall,11/12/2016,6.3,3143,4,2,2,624,Stonnington,-37.8536,145.0173,Southern Metropolitan,4836,700250,2016
Armadale,7/53 Wattletree Rd,1,u,390000,S,Jellis,5/14/2016,6.3,3143,1,1,0,881,Stonnington,-37.8614,145.0222,Southern Metropolitan,4836,390000,2016
Armadale,791 High St,3,h,1800000,PI,RT,10/15/2016,6.3,3143,3,2,2,405,Stonnington,-37.8545,145.0145,Southern Metropolitan,4836,600000,2016
Armadale,25 Llaneast St,4,h,2200000,PI,Jellis,10/15/2016,6.3,3143,4,1,2,495,Stonnington,-37.8613,145.0264,Southern Metropolitan,4836,550000,2016
Armadale,8/569 Orrong Rd,1,u,324000,S,Jellis,4/16/2016,6.3,3143,1,1,1,0,Stonnington,-37.8537,145.0114,Southern Metropolitan,4836,324000,2016
Armadale,367 Dandenong Rd,6,h,5525000,S,Marshall,9/17/2016,6.3,3143,5,3,4,1491,Stonnington,-37.8602,145.013,Southern Metropolitan,4836,920833.3333,2016
Armadale,34a Rose St,2,h,1125000,S,RT,9/17/2016,6.3,3143,3,1,2,169,Stonnington,-37.851,145.0161,Southern Metropolitan,4836,562500,2016
Armadale,42 Rose St,3,h,2250000,S,Marshall,9/17/2016,6.3,3143,3,3,1,301,Stonnington,-37.8511,145.0167,Southern Metropolitan,4836,750000,2016
Armadale,12 Auburn Gr,3,h,2360000,S,hockingstuart,3/18/2017,6.3,3143,3,2,0,336,Stonnington,-37.8558,145.015,Southern Metropolitan,4836,786666.6667,2017
Armadale,31 Hume St,2,h,1900000,VB,Jellis,3/18/2017,6.3,3143,2,2,0,207,Stonnington,-37.8571,145.0224,Southern Metropolitan,4836,950000,2017
Armadale,10/581 Orrong Rd,1,u,440000,SP,Jellis,3/18/2017,6.3,3143,1,1,1,0,Stonnington,-37.8531,145.0115,Southern Metropolitan,4836,440000,2017
Armadale,7/579 Dandenong Rd,2,u,490000,PI,Ray,6/18/2016,6.3,3143,2,1,1,0,Stonnington,-37.8646,145.0247,Southern Metropolitan,4836,245000,2016
Armadale,19 Glassford St,3,h,2365000,S,Marshall,6/18/2016,6.3,3143,3,2,1,316,Stonnington,-37.8521,145.019,Southern Metropolitan,4836,788333.3333,2016
Armadale,14 New St,3,h,1300000,VB,Jellis,6/18/2016,6.3,3143,2,1,2,212,Stonnington,-37.8542,145.0149,Southern Metropolitan,4836,433333.3333,2016
Armadale,7/501 Orrong Rd,3,u,732000,S,Gary,6/18/2016,6.3,3143,3,2,2,0,Stonnington,-37.8597,145.0104,Southern Metropolitan,4836,244000,2016
Armadale,6/51 Armadale St,2,u,704000,SP,Greg,11/19/2016,6.3,3143,2,1,1,0,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836,352000,2016
Armadale,12/41 Kooyong Rd,2,u,620000,VB,Marshall,11/19/2016,6.3,3143,3,1,1,0,Stonnington,-37.8596,145.0198,Southern Metropolitan,4836,310000,2016
Armadale,63 Denbigh Rd,3,h,1900000,S,Marshall,5/22/2016,6.3,3143,3,1,2,328,Stonnington,-37.8559,145.0158,Southern Metropolitan,4836,633333.3333,2016
Armadale,13/56 Sutherland Rd,1,u,315000,SP,Fletchers,8/22/2016,6.3,3143,1,1,1,0,Stonnington,-37.8575,145.0174,Southern Metropolitan,4836,315000,2016
Armadale,7/22 Derby St,1,u,450000,PI,hockingstuart,9/24/2016,6.3,3143,1,1,1,0,Stonnington,-37.8509,145.0203,Southern Metropolitan,4836,450000,2016
Armadale,10/51 Armadale St,2,u,710000,S,Jellis,2/25/2017,6.3,3143,2,1,1,2471,Stonnington,-37.8573,145.0186,Southern Metropolitan,4836,355000,2017
Armadale,2/377 Dandenong Rd,2,u,872000,S,Jellis,2/25/2017,6.3,3143,2,1,1,1194,Stonnington,-37.8604,145.0147,Southern Metropolitan,4836,436000,2017
Armadale,1/14 Denbigh Rd,2,u,598000,S,hockingstuart,2/25/2017,6.3,3143,2,1,1,0,Stonnington,-37.8593,145.0156,Southern Metropolitan,4836,299000,2017
Armadale,75 Sutherland Rd,3,h,1285000,S,Marshall,2/25/2017,6.3,3143,3,1,2,186,Stonnington,-37.8554,145.0173,Southern Metropolitan,4836,428333.3333,2017
Armadale,61 Union St,4,h,3660000,S,Jellis,2/25/2017,6.3,3143,4,3,2,421,Stonnington,-37.8593,145.0275,Southern Metropolitan,4836,915000,2017
Armadale,1/403 Dandenong Rd,2,u,520000,S,hockingstuart,6/27/2016,6.3,3143,1,1,1,0,Stonnington,-37.8618,145.0183,Southern Metropolitan,4836,260000,2016
Armadale,44 Denbigh Rd,4,h,3625000,S,Jellis,11/27/2016,6.3,3143,4,1,2,709,Stonnington,-37.8574,145.016,Southern Metropolitan,4836,906250,2016
Armadale,44 Hampden Rd,4,h,4200000,VB,Kay,11/27/2016,6.3,3143,4,3,3,563,Stonnington,-37.8582,145.0138,Southern Metropolitan,4836,1050000,2016
Armadale,3/769 High St,3,t,1101000,S,Jellis,11/27/2016,6.3,3143,3,1,2,103,Stonnington,-37.8542,145.0135,Southern Metropolitan,4836,367000,2016
Armadale,4 Mercer Rd,3,h,3512500,S,Marshall,11/27/2016,6.3,3143,3,2,2,617,Stonnington,-37.8557,145.0264,Southern Metropolitan,4836,1170833.333,2016
Armadale,17 Kooyong Rd,4,h,2000000,PI,Marshall,5/28/2016,6.3,3143,4,3,4,544,Stonnington,-37.8611,145.0195,Southern Metropolitan,4836,500000,2016
Armadale,1/31 Mercer Rd,3,u,869000,S,Jellis,5/28/2016,6.3,3143,2,1,1,0,Stonnington,-37.853,145.0264,Southern Metropolitan,4836,289666.6667,2016
Armadale,16 Llaneast St,5,h,2810000,S,Marshall,8/28/2016,6.3,3143,5,2,2,617,Stonnington,-37.8611,145.0271,Southern Metropolitan,4836,562000,2016
Armadale,2/532 Orrong Rd,2,u,565000,S,Ray,8/28/2016,6.3,3143,3,1,1,0,Stonnington,-37.8573,145.0112,Southern Metropolitan,4836,282500,2016
Armadale,5/555 Orrong Rd,1,u,567000,S,hockingstuart,8/28/2016,6.3,3143,1,1,1,0,Stonnington,-37.8549,145.0113,Southern Metropolitan,4836,567000,2016
Armadale,3/50 Denbigh Rd,2,u,546000,SP,hockingstuart,7/30/2016,6.3,3143,2,0,0,0,Stonnington,-37.8568,145.0161,Southern Metropolitan,4836,273000,2016
Armadale,7/844 Malvern Rd,2,u,471500,S,Ray,7/30/2016,6.3,3143,2,1,1,0,Stonnington,-37.8503,145.0185,Southern Metropolitan,4836,235750,2016
Ascot Vale,2/43 Roxburgh St,2,u,455000,S,Nelson,9/3/2016,5.9,3032,3,1,2,0,Moonee Valley,-37.7756,144.9165,Western Metropolitan,6567,227500,2016
Ascot Vale,30 Rothwell St,3,h,940000,S,Nelson,12/3/2016,5.9,3032,3,1,2,298,Moonee Valley,-37.7777,144.9195,Western Metropolitan,6567,313333.3333,2016
Ascot Vale,9/5 Rothwell St,2,u,467000,SP,Brad,12/3/2016,5.9,3032,2,1,1,0,Moonee Valley,-37.7761,144.9201,Western Metropolitan,6567,233500,2016
Ascot Vale,7 Francis St,3,h,1380000,SP,Nelson,3/4/2017,5.9,3032,3,2,2,277,Moonee Valley,-37.7777,144.9221,Western Metropolitan,6567,460000,2017
Ascot Vale,2/21 Harold St,2,u,490000,VB,Jellis,3/4/2017,5.9,3032,2,1,1,423,Moonee Valley,-37.7736,144.9015,Western Metropolitan,6567,245000,2017
Ascot Vale,44 The Parade,4,h,1850000,S,Brad,3/4/2017,5.9,3032,4,3,1,478,Moonee Valley,-37.7729,144.9179,Western Metropolitan,6567,462500,2017
Ascot Vale,97 Walter St,3,h,1284000,S,Woodards,3/4/2017,5.9,3032,3,1,2,623,Moonee Valley,-37.7758,144.9089,Western Metropolitan,6567,428000,2017
Ascot Vale,98 Epsom Rd,3,h,971000,SP,Nelson,6/4/2016,5.9,3032,3,2,2,285,Moonee Valley,-37.775,144.9091,Western Metropolitan,6567,323666.6667,2016
Ascot Vale,8 Geddes St,2,h,710000,PI,Nelson,6/4/2016,5.9,3032,2,1,1,214,Moonee Valley,-37.7776,144.9142,Western Metropolitan,6567,355000,2016
Ascot Vale,75 Maribyrnong Rd,6,h,2425000,PI,Brad,6/4/2016,5.9,3032,6,3,2,1014,Moonee Valley,-37.7721,144.9184,Western Metropolitan,6567,404166.6667,2016
Ascot Vale,119 Roseberry St,2,h,750000,SP,Maddison,6/4/2016,5.9,3032,2,1,1,226,Moonee Valley,-37.7745,144.9093,Western Metropolitan,6567,375000,2016
Ascot Vale,10 Fenton St,2,h,1053000,S,Nelson,8/6/2016,5.9,3032,2,1,1,269,Moonee Valley,-37.7748,144.929,Western Metropolitan,6567,526500,2016
Ascot Vale,10 McCully St,3,h,1377000,S,Nelson,8/6/2016,5.9,3032,3,1,1,417,Moonee Valley,-37.7756,144.9208,Western Metropolitan,6567,459000,2016
Ascot Vale,120 Epsom Rd,3,h,970000,S,Brad,5/7/2016,5.9,3032,3,1,2,350,Moonee Valley,-37.7759,144.91,Western Metropolitan,6567,323333.3333,2016
Ascot Vale,47 Hurtle St,2,h,940000,S,Nelson,5/7/2016,5.9,3032,2,1,1,330,Moonee Valley,-37.773,144.9049,Western Metropolitan,6567,470000,2016
Ascot Vale,63 Kent St,2,h,751000,PI,Nelson,5/7/2016,5.9,3032,2,1,1,118,Moonee Valley,-37.7807,144.9288,Western Metropolitan,6567,375500,2016
Ascot Vale,4 The Parade,2,h,950000,SP,Raine,5/7/2016,5.9,3032,2,1,1,173,Moonee Valley,-37.7731,144.9206,Western Metropolitan,6567,475000,2016
Ascot Vale,1/17 Epsom Rd,2,u,685000,S,Brad,11/7/2016,5.9,3032,2,1,2,228,Moonee Valley,-37.7718,144.9066,Western Metropolitan,6567,342500,2016
Ascot Vale,41 Monash St,3,h,1230000,S,Nelson,10/8/2016,5.9,3032,4,1,2,594,Moonee Valley,-37.7819,144.9064,Western Metropolitan,6567,410000,2016
Ascot Vale,2/78 Ormond Rd,2,h,636500,S,Jellis,10/8/2016,5.9,3032,2,1,1,0,Moonee Valley,-37.7738,144.9345,Western Metropolitan,6567,318250,2016
Ascot Vale,83 Roseberry St,3,h,910000,S,Raine,10/8/2016,5.9,3032,3,1,0,317,Moonee Valley,-37.7746,144.9112,Western Metropolitan,6567,303333.3333,2016
Ascot Vale,51 Francis St,2,h,770000,PI,Nelson,9/10/2016,5.9,3032,2,1,1,226,Moonee Valley,-37.7774,144.9186,Western Metropolitan,6567,385000,2016
Ascot Vale,33 Dalgety Dr,3,h,960000,S,Walshe,12/10/2016,5.9,3032,3,2,2,229,Moonee Valley,-37.7778,144.9065,Western Metropolitan,6567,320000,2016
Ascot Vale,12 Mirams St,4,h,890000,SP,Raine,12/10/2016,5.9,3032,4,1,1,300,Moonee Valley,-37.7766,144.9143,Western Metropolitan,6567,222500,2016
Ascot Vale,2 The Parade,2,h,965000,S,Nelson,12/10/2016,5.9,3032,2,1,1,170,Moonee Valley,-37.7732,144.9206,Western Metropolitan,6567,482500,2016
